"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:46:26.6527089 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6527504 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users\vagrant\AppData\Local","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6527791 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local","SUCCESS",""
"8:46:26.6529083 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6529502 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local","SUCCESS",""
"8:46:26.6534580 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6535286 AM","ExploitBuilder.bat.exe","3688","DeviceIoControl","C:\Users\vagrant\AppData\Local","INVALID PARAMETER","Control: IOCTL_MOUNTDEV_QUERY_DEVICE_NAME"
"8:46:26.6535524 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local","SUCCESS",""
"8:46:26.6536986 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6537408 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users\vagrant\AppData\Local","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6537718 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local","SUCCESS",""
"8:46:26.6539259 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData","IS DIRECTORY","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"8:46:26.6540278 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6540667 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users\vagrant\AppData","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6540954 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData","SUCCESS",""
"8:46:26.6542370 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6542717 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData","SUCCESS",""
"8:46:26.6543933 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6544507 AM","ExploitBuilder.bat.exe","3688","DeviceIoControl","C:\Users\vagrant\AppData","INVALID PARAMETER","Control: IOCTL_MOUNTDEV_QUERY_DEVICE_NAME"
"8:46:26.6544760 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData","SUCCESS",""
"8:46:26.6737999 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6738508 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users\vagrant\AppData","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6738837 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData","SUCCESS",""
"8:46:26.6740392 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant","IS DIRECTORY","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"8:46:26.6741472 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6741842 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users\vagrant","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6742118 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant","SUCCESS",""
"8:46:26.6743307 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6743677 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant","SUCCESS",""
"8:46:26.6744871 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6745384 AM","ExploitBuilder.bat.exe","3688","DeviceIoControl","C:\Users\vagrant","INVALID PARAMETER","Control: IOCTL_MOUNTDEV_QUERY_DEVICE_NAME"
"8:46:26.6745569 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant","SUCCESS",""
"8:46:26.6747064 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6747431 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users\vagrant","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6747706 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant","SUCCESS",""
"8:46:26.6749035 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users","IS DIRECTORY","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a"
"8:46:26.6750187 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6750768 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6751086 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users","SUCCESS",""
"8:46:26.6752430 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6752837 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users","SUCCESS",""
"8:46:26.6754167 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6754699 AM","ExploitBuilder.bat.exe","3688","DeviceIoControl","C:\Users","INVALID PARAMETER","Control: IOCTL_MOUNTDEV_QUERY_DEVICE_NAME"
"8:46:26.6754910 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users","SUCCESS",""
"8:46:26.6756247 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users","SUCCESS","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6756613 AM","ExploitBuilder.bat.exe","3688","FileSystemControl","C:\Users","NOT REPARSE POINT","Control: FSCTL_GET_REPARSE_POINT"
"8:46:26.6756896 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users","SUCCESS",""
"8:46:26.6758350 AM","ExploitBuilder.bat.exe","3688","QueryNameInformationFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Name: \Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1"
"8:46:26.6760869 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6761231 AM","ExploitBuilder.bat.exe","3688","QueryBasicInformationFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","CreationTime: 9/2/2022 8:46:26 AM, LastAccessTime: 9/2/2022 8:46:26 AM, LastWriteTime: 9/2/2022 8:46:26 AM, ChangeTime: 9/2/2022 8:46:26 AM, FileAttributes: A"
"8:46:26.6761454 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS",""
"8:46:26.6762145 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6762545 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Users","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Users, 2: Users"
"8:46:26.6762923 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\","SUCCESS",""
"8:46:26.6764293 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6764735 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Users\vagrant","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: vagrant, 2: vagrant"
"8:46:26.6765071 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users","SUCCESS",""
"8:46:26.6766427 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6766853 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Users\vagrant\AppData","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: AppData, 2: AppData"
"8:46:26.6767201 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant","SUCCESS",""
"8:46:26.6768764 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6769277 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Users\vagrant\AppData\Local","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Local, 2: Local"
"8:46:26.6769587 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData","SUCCESS",""
"8:46:26.6770954 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6771392 AM","ExploitBuilder.bat.exe","3688","QueryDirectory","C:\Users\vagrant\AppData\Local\Temp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: Temp, 2: Temp"
"8:46:26.6771769 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local","SUCCESS",""
"8:46:26.6772778 AM","ExploitBuilder.bat.exe","3688","ReadFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Offset: 0, Length: 1, Priority: Normal"
"8:46:26.6777067 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6777399 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider","SUCCESS","Desired Access: Read"
"8:46:26.6777871 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 24"
"8:46:26.6778101 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:26.6778283 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:26.6778460 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:26.6778630 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider\Image Path","SUCCESS","Type: REG_SZ, Length: 66, Data: %SystemRoot%\system32\rsaenh.dll"
"8:46:26.6779827 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6780084 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography","SUCCESS","Desired Access: Read"
"8:46:26.6780363 AM","ExploitBuilder.bat.exe","3688","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"8:46:26.6780590 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:26.6780816 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:26.6781028 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:26.6781232 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Cryptography\MachineGuid","SUCCESS","Type: REG_SZ, Length: 74, Data: 66989bd9-6ba7-4d1e-b549-05ab69057b91"
"8:46:26.6781519 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography","SUCCESS",""
"8:46:26.6781730 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6781960 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\Offload","NAME NOT FOUND","Desired Access: Read"
"8:46:26.6782576 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6782795 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\Cryptography\DESHashSessionKeyBackward","NAME NOT FOUND","Desired Access: Read"
"8:46:26.6783086 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Cryptography\Defaults\Provider\Microsoft Enhanced RSA and AES Cryptographic Provider","SUCCESS",""
"8:46:26.6783478 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6783682 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:46:26.6783969 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6784199 AM","ExploitBuilder.bat.exe","3688","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\WinTrust\Trust Providers\Software Publishing","SUCCESS","Desired Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"8:46:26.6784777 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU","SUCCESS",""
"8:46:26.6784981 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\WinTrust\Trust Providers\Software Publishing\State","SUCCESS","Type: REG_DWORD, Length: 4, Data: 146432"
"8:46:26.6785204 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\WinTrust\Trust Providers\Software Publishing","SUCCESS",""
"8:46:26.6785502 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6785687 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:46:26.6785906 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6786091 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKCU\Software\Microsoft\Internet Explorer\Security","SUCCESS","Desired Access: Read"
"8:46:26.6786393 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU","SUCCESS",""
"8:46:26.6786555 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKCU\SOFTWARE\Microsoft\Internet Explorer\Security\Safety Warning Level","SUCCESS","Type: REG_SZ, Length: 12, Data: Query"
"8:46:26.6786744 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU\SOFTWARE\Microsoft\Internet Explorer\Security","SUCCESS",""
"8:46:26.6786929 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6787122 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"8:46:26.6787560 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6787756 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"8:46:26.6787983 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6788175 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"8:46:26.6788455 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKCU","SUCCESS",""
"8:46:26.6788659 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6788847 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"8:46:26.6789289 AM","ExploitBuilder.bat.exe","3688","QueryStandardInformationFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","AllocationSize: 8, EndOfFile: 1, NumberOfLinks: 1, DeletePending: False, Directory: False"
"8:46:26.6789705 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS",""
"8:46:26.6790475 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers","SUCCESS","Desired Access: Query Value"
"8:46:26.6790788 AM","ExploitBuilder.bat.exe","3688","RegQueryValue","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\LogFileName","NAME NOT FOUND","Length: 536"
"8:46:26.6791011 AM","ExploitBuilder.bat.exe","3688","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers","SUCCESS",""
"8:46:26.6791830 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","REPARSE","Desired Access: Query Value, Set Value"
"8:46:26.6792087 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\SafeBoot\Option","NAME NOT FOUND","Desired Access: Query Value, Set Value"
"8:46:26.6795217 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6795565 AM","ExploitBuilder.bat.exe","3688","QueryNetworkOpenInformationFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","CreationTime: 9/2/2022 8:46:26 AM, LastAccessTime: 9/2/2022 8:46:26 AM, LastWriteTime: 9/2/2022 8:46:26 AM, ChangeTime: 9/2/2022 8:46:26 AM, AllocationSize: 1/1/1601 12:00:00 AM, EndOfFile: 1/1/1601 12:00:00 AM, FileAttributes: A"
"8:46:26.6795776 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS",""
"8:46:26.6797989 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6798763 AM","ExploitBuilder.bat.exe","3688","QueryAttributeTagFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Attributes: A, ReparseTag: 0x0"
"8:46:26.6799027 AM","ExploitBuilder.bat.exe","3688","SetDispositionInformationFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS","Delete: True"
"8:46:26.6799295 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local\Temp\mfu5rb5i.cib.ps1","SUCCESS",""
"8:46:26.6803868 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6804226 AM","ExploitBuilder.bat.exe","3688","QueryNetworkOpenInformationFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS","CreationTime: 9/2/2022 8:46:26 AM, LastAccessTime: 9/2/2022 8:46:26 AM, LastWriteTime: 9/2/2022 8:46:26 AM, ChangeTime: 9/2/2022 8:46:26 AM, AllocationSize: 1/1/1601 12:00:00 AM, EndOfFile: 1/1/1601 12:00:00 AM, FileAttributes: A"
"8:46:26.6804615 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS",""
"8:46:26.6806401 AM","ExploitBuilder.bat.exe","3688","CreateFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:46:26.6807054 AM","ExploitBuilder.bat.exe","3688","QueryAttributeTagFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS","Attributes: A, ReparseTag: 0x0"
"8:46:26.6807307 AM","ExploitBuilder.bat.exe","3688","SetDispositionInformationFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS","Delete: True"
"8:46:26.6807606 AM","ExploitBuilder.bat.exe","3688","CloseFile","C:\Users\vagrant\AppData\Local\Temp\l3evcj3r.ahn.psm1","SUCCESS",""
"8:46:26.6809939 AM","ExploitBuilder.bat.exe","3688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"8:46:26.6810249 AM","ExploitBuilder.bat.exe","3688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","REPARSE","Desired Access: Read"
